"ID","Taxon","Common","Observer","Source","Date","Year","Phenology",,"InfestedArea_squarem",,"GrossArea_acre","Percent_Cover","Distribution","National Ownership","County","x","y","Location Description","description"
"gx1473","Carpobrotus edulis","Iceplant","Maria Avarez","National Park Service [SFAN]","2007-01-07",2007,,,,,,,,"* National Park Service","Marin",37.8244133333,-122.5297333333,"newly pulled 10x27m by hrt today",
"sfw63","Carpobrotus edulis","Iceplant","Mike Wood","BAEDN; SFWMA;  Wood 2007","2007-01-16",2007,,,,,,,,"Other / Unknown","San Francisco",37.81124,-122.368229,"Yerba Buena Island",
"gx11622","Carpobrotus edulis","Iceplant","Elizabeth Speith","National Park Service [SFAN]","2007-02-25",2007,"Flowering",,476.7,,"1254.5255 square meters","38.0",,"* National Park Service","Marin",37.823915,-122.527395,"next to road",
"gx1522","Carpobrotus edulis","Iceplant","Elizabeth Speith","National Park Service [SFAN]","2007-02-25",2007,,,,,,,,"* National Park Service","Marin",37.823915,-122.527395,"next to road",
"gx1534","Carpobrotus edulis","Iceplant","Elizabeth Speith","National Park Service [SFAN]","2007-02-25",2007,,,,,,,,"* National Park Service","Marin",37.8245614384,-122.5273481827,"between, battery wallace and bicen camp, > 100m2, no asess",
"xr347291","Carpobrotus edulis","Iceplant","Eric Richardson","PORE Vegetation Management; SFAN; BAEDN","2007-02-28",2007,,,130,,"1000 Square Meters",25,,"* National Park Service","Marin",37.99809724,-123.0142028,,
"wb831-297","Carpobrotus edulis","Iceplant","Michael Nickel","Council for Watershed Health","2007-03-02",2007,,,17.5934,,,,,"Other / Unknown","Los Angeles",34.17874745,-117.99218814,,
"wb831-295","Carpobrotus edulis","Iceplant","Michael Nickel","Council for Watershed Health","2007-03-02",2007,,,54.9944,,,,,"Other / Unknown","Los Angeles",34.17774671,-117.99037776,,
"wb831-294","Carpobrotus edulis","Iceplant","Michael Nickel","Council for Watershed Health","2007-03-02",2007,,,13.8041,,,,,"Other / Unknown","Los Angeles",34.17963989,-117.9889533,,
"wb831-302","Carpobrotus edulis","Iceplant","Michael Nickel","Council for Watershed Health","2007-03-02",2007,,,0.6607,,,,,"Other / Unknown","Los Angeles",34.1787074,-117.99213585,,
"wb831-296","Carpobrotus edulis","Iceplant","Michael Nickel","Council for Watershed Health","2007-03-02",2007,,,1.2227,,,,,"Other / Unknown","Los Angeles",34.17853526,-117.99183767,,
"xr347292","Carpobrotus edulis","Iceplant","Eric Richardson","PORE Vegetation Management; SFAN; BAEDN","2007-03-02",2007,,,130,,"1000 Square Meters",25,,"* National Park Service","Marin",37.99809724,-123.0142028,,
"wb831-319","Carpobrotus edulis","Iceplant","Michael Nickel","Council for Watershed Health","2007-03-06",2007,,,0.9969,,,,,"Other / Unknown","Los Angeles",34.15853004,-117.99165957,,
"wb831-318","Carpobrotus edulis","Iceplant","Michael Nickel","Council for Watershed Health","2007-03-06",2007,,,1.239,,,,,"Other / Unknown","Los Angeles",34.15871806,-117.99178919,,
"wb831-304","Carpobrotus edulis","Iceplant","Michael Nickel","Council for Watershed Health","2007-03-06",2007,,,3.5475,,,,,"Other / Unknown","Los Angeles",34.17148894,-117.99626277,,
"wb831-303","Carpobrotus edulis","Iceplant","Michael Nickel","Council for Watershed Health","2007-03-06",2007,,,40.1304,,,,,"Other / Unknown","Los Angeles",34.17126958,-117.9960048,,
"wb831-320","Carpobrotus edulis","Iceplant","Michael Nickel","Council for Watershed Health","2007-03-06",2007,,,1.4666,,,,,"Other / Unknown","Los Angeles",34.15855309,-117.99159391,,
"wb831-317","Carpobrotus edulis","Iceplant","Michael Nickel","Council for Watershed Health","2007-03-06",2007,,,1.0536,,,,,"Other / Unknown","Los Angeles",34.15877014,-117.99178341,,
"xr347225","Carpobrotus edulis","Iceplant","Eric Richardson","PORE Vegetation Management; SFAN; BAEDN","2007-03-06",2007,,,260,,"2000 Square Meters",25,,"* National Park Service","Marin",37.99688089,-123.0105238,,
"xr347437","Carpobrotus edulis","Iceplant","Eric Richardson","PORE Vegetation Management; SFAN; BAEDN","2007-03-08",2007,,,13,,"100 Square Meters",25,,"* National Park Service","Marin",38.02513841,-122.8798073,,
"xr347207","Carpobrotus edulis","Iceplant","Eric Richardson","PORE Vegetation Management; SFAN; BAEDN","2007-03-10",2007,,,208,,"1600 Square Meters",25,,"* National Park Service","Marin",37.996502,-123.0138494,,
"xr347438","Carpobrotus edulis","Iceplant","Eric Richardson","PORE Vegetation Management; SFAN; BAEDN","2007-03-12",2007,,,1900,,"5000 Square Meters",100,,"* National Park Service","Marin",38.02513841,-122.8798073,,
"GG633","Carpobrotus edulis","Iceplant","Sandee Hufana","Presidio Natural Resources","2007-03-13",2007,,,,,19.77,,,"Public Land","San Francisco",37.791101,-122.473969,"Presidio Hills",
"wb831-328","Carpobrotus edulis","Iceplant","Michael Nickel","Council for Watershed Health","2007-03-14",2007,,,254.1102,,,,,"Other / Unknown","Los Angeles",34.15262941,-117.92960919,,
"wb831-327","Carpobrotus edulis","Iceplant","Michael Nickel","Council for Watershed Health","2007-03-14",2007,,,16.8805,,,,,"Other / Unknown","Los Angeles",34.16748568,-117.92517636,,
"xr347189","Carpobrotus edulis","Iceplant","Eric Richardson","PORE Vegetation Management; SFAN; BAEDN","2007-03-15",2007,,,182,,"1400 Square Meters",25,,"* National Park Service","Marin",37.996502,-123.0138494,,
"xr347188","Carpobrotus edulis","Iceplant","Cassandra Liu","PORE Vegetation Management; SFAN; BAEDN","2007-03-22",2007,,,1140,,"3000 Square Meters",100,,"* National Park Service","Marin",37.996502,-123.0138494,,
"gx1819","Carpobrotus edulis","Iceplant","Elizabeth Speith","National Park Service [SFAN]","2007-03-27",2007,,,,,,,,"* National Park Service","Marin",37.862953,-122.585513,,
"GG627","Carpobrotus edulis","Iceplant","Sandee Hufana","Presidio Natural Resources","2007-03-28",2007,,,,,0.659,,,"Public Land","San Francisco",37.79943,-122.478181,"World War II; Triangle",
"wb831-344","Carpobrotus edulis","Iceplant","Michael Nickel","Council for Watershed Health","2007-03-29",2007,,,31.3884,,,,,"Other / Unknown","Los Angeles",34.17686722,-118.06143222,,
"GG466","Carpobrotus edulis","Iceplant","Michael Chasse;  Rachel Alford;  Alyssa Babin","Presidio Natural Resources","2007-03-29",2007,,,,,0.589,,,"Public Land","San Francisco",37.791162,-122.483634,"Baker Beach; Foredune Zero",
"GG467","Carpobrotus edulis","Iceplant","Michael Chasse;  Rachel Alford;  Alyssa Babin","Presidio Natural Resources","2007-03-29",2007,,,,,12.98,,,"Public Land","San Francisco",37.7918,-122.483107,"Baker Beach",
"GG636","Carpobrotus edulis","Iceplant","Sandee Hufana","Presidio Natural Resources","2007-03-29",2007,,,,,1.555,,,"Public Land","San Francisco",37.803714,-122.46873,"West Crissy Bluffs; West Crissy Bluffs",
"GG75","Carpobrotus edulis","Iceplant","Brett Stevenson","Presidio Natural Resources","2007-03-30",2007,,,,,23.92,,,"Public Land","San Francisco",37.793768,-122.477743,"Southwest Dunes",
"wb831-369","Carpobrotus edulis","Iceplant","Michael Nickel","Council for Watershed Health","2007-04-13",2007,,,11.0139,,,,,"Other / Unknown","Los Angeles",34.19491668,-118.01890226,,
"wb831-368","Carpobrotus edulis","Iceplant","Michael Nickel","Council for Watershed Health","2007-04-13",2007,,,56.1508,,,,,"Other / Unknown","Los Angeles",34.19577081,-118.02014994,,
"GG628","Carpobrotus edulis","Iceplant","Sandee Hufana","Presidio Natural Resources","2007-04-13",2007,,,,,2.279,,,"Public Land","San Francisco",37.793553,-122.473929,"Presidio Hills; Quail Commons",
"gx11655","Carpobrotus edulis","Iceplant","Elizabeth Speith","National Park Service [SFAN]","2007-04-17",2007,"Flowering",,61.1,,"80.937126 square meters","75.5",,"* National Park Service","San Mateo",37.6132366667,-122.4594216667,"parking lot behind building",
"gx1585","Carpobrotus edulis","Iceplant","Elizabeth Speith","National Park Service [SFAN]","2007-04-17",2007,,,,,,,,"* National Park Service","San Mateo",37.6132366667,-122.4594216667,"parking lot behind building",
"wb831-270","Carpobrotus edulis","Iceplant","Michael Nickel","Council for Watershed Health","2007-04-19",2007,,,7.4202,,,,,"Other / Unknown","Los Angeles",34.20239515,-118.01863729,,
"wb831-268","Carpobrotus edulis","Iceplant","Michael Nickel","Council for Watershed Health","2007-04-19",2007,,,15.6922,,,,,"Other / Unknown","Los Angeles",34.20800165,-118.01713191,,
"wb831-269","Carpobrotus edulis","Iceplant","Michael Nickel","Council for Watershed Health","2007-04-19",2007,,,15.6922,,,,,"Other / Unknown","Los Angeles",34.20800165,-118.01713191,,
"GG626","Carpobrotus edulis","Iceplant","Sandee Hufana","Presidio Natural Resources","2007-05-01",2007,,,,,11.234,,,"Public Land","San Francisco",37.78817,-122.479645,"Lobos Creek Valley; New Dunes",
1573418,"Riparia riparia","Bank Swallow","paulcools","inaturalist","2007-05-03",2007,,,,,,,,,,39.210526,26.223223,,
"xr347220","Carpobrotus edulis","Iceplant","Malia Laber","PORE Vegetation Management; SFAN; BAEDN","2007-05-05",2007,,,325,,"2500 Square Meters",25,,"* National Park Service","Marin",37.99688089,-123.0105238,,
"GG631","Carpobrotus edulis","Iceplant","Sandee Hufana","Presidio Natural Resources","2007-05-10",2007,,,,,2.94,,,"Public Land","San Francisco",37.800291,-122.471132,"Dragonfly Creek",
"GG632","Carpobrotus edulis","Iceplant","Sandee Hufana","Presidio Natural Resources","2007-05-22",2007,,,,,33.47,,,"Public Land","San Francisco",37.788087,-122.47918,"Lobos Creek Valley",
"GG639","Carpobrotus edulis","Iceplant","Sandee Hufana","Presidio Natural Resources","2007-05-23",2007,,,,,3.646,,,"Public Land","San Francisco",37.794218,-122.481579,"Baker Beach; Battery Chamberlin",
"GG641","Carpobrotus edulis","Iceplant","Sandee Hufana","Presidio Natural Resources","2007-05-23",2007,,,,,3.577,,,"Public Land","San Francisco",37.792335,-122.483841,"Baker Beach; Foredunes",
"GG629","Carpobrotus edulis","Iceplant","Sandee Hufana","Presidio Natural Resources","2007-05-23",2007,,,,,3.269,,,"Public Land","San Francisco",37.791971,-122.482981,"Baker Beach; Picnic Area",
"GG634","Carpobrotus edulis","Iceplant","Sandee Hufana","Presidio Natural Resources","2007-05-24",2007,,,,,23.92,,,"Public Land","San Francisco",37.793768,-122.477743,"Southwest Dunes",
"xr347440","Carpobrotus edulis","Iceplant","Cassandra Liu","PORE Vegetation Management; SFAN; BAEDN","2007-05-29",2007,,,264,,"300 Square Meters",100,,"* National Park Service","Marin",38.02513841,-122.8798073,,
"wb831-390","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,47.4114,,,,,"Other / Unknown","Los Angeles",34.14321919,-117.75010299,,
"wb831-389","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,37.7232,,,,,"Other / Unknown","Los Angeles",34.14294177,-117.75054448,,
"wb831-387","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,163.9204,,,,,"Other / Unknown","Los Angeles",34.14203328,-117.75306382,,
"wb831-386","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,82.8796,,,,,"Other / Unknown","Los Angeles",34.14172541,-117.75325289,,
"wb831-384","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,403.5278,,,,,"Other / Unknown","Los Angeles",34.1417058,-117.75448578,,
"wb831-383","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,114.7728,,,,,"Other / Unknown","Los Angeles",34.14169337,-117.75498116,,
"wb831-381","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,89.1891,,,,,"Other / Unknown","Los Angeles",34.14138635,-117.75522817,,
"wb831-380","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,53.9682,,,,,"Other / Unknown","Los Angeles",34.14115562,-117.75521886,,
"wb831-378","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,101.2101,,,,,"Other / Unknown","Los Angeles",34.14065827,-117.75614647,,
"wb831-377","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,64.762,,,,,"Other / Unknown","Los Angeles",34.14040116,-117.75636296,,
"wb831-375","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,87.3506,,,,,"Other / Unknown","Los Angeles",34.14098867,-117.75673038,,
"wb831-374","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,375.4188,,,,,"Other / Unknown","Los Angeles",34.14008707,-117.75705755,,
"wb831-372","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,88.1335,,,,,"Other / Unknown","Los Angeles",34.13963175,-117.75791673,,
"wb831-371","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,21.2062,,,,,"Other / Unknown","Los Angeles",34.13953865,-117.75813596,,
"wb831-370","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,41.2745,,,,,"Other / Unknown","Los Angeles",34.13592722,-117.76626328,,
"wb831-358","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,32.1433,,,,,"Other / Unknown","Los Angeles",34.1394827,-117.75828041,,
"wb831-356","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,75.5155,,,,,"Other / Unknown","Los Angeles",34.13927807,-117.75963323,,
"wb831-355","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,229.8806,,,,,"Other / Unknown","Los Angeles",34.13913627,-117.75989513,,
"wb831-353","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,232.4015,,,,,"Other / Unknown","Los Angeles",34.13882273,-117.76047026,,
"wb831-352","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,27.1101,,,,,"Other / Unknown","Los Angeles",34.13830306,-117.76191237,,
"wb831-350","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,10.2282,,,,,"Other / Unknown","Los Angeles",34.13812315,-117.76260432,,
"wb831-349","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,79.7799,,,,,"Other / Unknown","Los Angeles",34.13794436,-117.76357531,,
"wb831-347","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,40.1394,,,,,"Other / Unknown","Los Angeles",34.13695783,-117.7644083,,
"wb831-385","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,359.7108,,,,,"Other / Unknown","Los Angeles",34.14154365,-117.75398096,,
"wb831-382","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,18.6096,,,,,"Other / Unknown","Los Angeles",34.14159039,-117.75538264,,
"wb831-379","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,17.6355,,,,,"Other / Unknown","Los Angeles",34.140876,-117.75586324,,
"wb831-376","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,103.6588,,,,,"Other / Unknown","Los Angeles",34.14024738,-117.75621215,,
"wb831-373","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,35.6561,,,,,"Other / Unknown","Los Angeles",34.13977866,-117.75766249,,
"wb831-357","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,58.79,,,,,"Other / Unknown","Los Angeles",34.13918728,-117.7587704,,
"wb831-354","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,92.468,,,,,"Other / Unknown","Los Angeles",34.13895713,-117.76020841,,
"wb831-351","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,57.8132,,,,,"Other / Unknown","Los Angeles",34.13819424,-117.7620749,,
"wb831-348","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,611.7987,,,,,"Other / Unknown","Los Angeles",34.13742016,-117.76410493,,
"wb831-388","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,80.3639,,,,,"Other / Unknown","Los Angeles",34.14277686,-117.75088238,,
"wb831-391","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-05-31",2007,,,16.3293,,,,,"Other / Unknown","Los Angeles",34.14454904,-117.74797565,,
"wb831-394","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-06-01",2007,,,65.8841,,,,,"Other / Unknown","Los Angeles",34.14889036,-117.74250963,,
"wb831-397","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-06-03",2007,,,47.9778,,,,,"Other / Unknown","Los Angeles",34.09124886,-117.79501791,,
"GG630","Carpobrotus edulis","Iceplant","Sandee Hufana","Presidio Natural Resources","2007-06-08",2007,,,,,1.317,,,"Public Land","San Francisco",37.795292,-122.479879,"Southwest Dunes; Silene Area",
"wb831-362","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-06-13",2007,,,25.1712,,,,,"Other / Unknown","Los Angeles",34.12956999,-117.76784082,,
"GG638","Carpobrotus edulis","Iceplant","Sandee Hufana","Presidio Natural Resources","2007-06-14",2007,,,,,1.596,,,"Public Land","San Francisco",37.790264,-122.484367,"Baker Beach; Water Treatment Plant",
"wb831-413","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-06-18",2007,,,138.7339,,,,,"Other / Unknown","Los Angeles",34.14218986,-117.82023214,,
"wb831-415","Carpobrotus edulis","Iceplant","John Tangenberg","Council for Watershed Health","2007-06-20",2007,,,37.9219,,,,,"Other / Unknown","Los Angeles",34.15891193,-117.82859988,,
"xr347226","Carpobrotus edulis","Iceplant","Cassandra Liu","PORE Vegetation Management; SFAN; BAEDN","2007-06-25",2007,,,242,,"275 Square Meters",100,,"* National Park Service","Marin",37.99688089,-123.0105238,,
